data,lat,lon,veiculos,mortos,endereco,severidade,vitimas,feridos,tipo_acidente,id_acidente,driverIncidenteDetails_id
2018-12-14 13:00:00,-23.5655,-46.6869,2,0,R ARTUR DE AZEVEDO,Vítimas Feridas,1,1,Colisão,D121801838,dc79d940-98d2-4f4e-8958-f351e8ef064a
2018-12-14 12:25:00,-23.655,-46.7604,2,0,ES DE ITAPECERICA,Vítimas Feridas,1,1,Colisão,D121802841,4a5e0eb5-528b-4869-b2b9-1d61959db391
2018-12-13 21:30:00,-23.518,-46.6281,2,0,R VOLUNTARIOS DA PATRIA,Vítimas Feridas,1,1,Colisão,D121801104,e24e216f-03ab-40ba-9e46-16ebf6abbcf7
2018-12-13 09:40:00,-23.6221,-46.6011,2,0,R VERGUEIRO,Vítimas Feridas,1,1,Colisão,D121801240,6eed74d4-f590-45c3-91a1-c20ecdb54ec8
2018-12-12 21:52:00,-23.4809,-46.7641,3,0,,Vítimas Feridas,1,1,Choque,D121802777,14687965-5a01-4a90-a430-1b66942366df
2018-12-12 20:30:00,-23.5363,-46.6402,2,0,R GAL OSORIO,Vítimas Feridas,1,1,Colisão,D121801592,f9486e2d-755d-42a6-91b1-7e891fa4e085
2018-12-12 16:30:00,-23.5844,-46.675,1,0,R JOAQUIM FLORIANO,Vítimas Feridas,1,1,Atropelamento,D121801444,4d12237b-73c7-4e49-bed3-ef8f0b060e1f
2018-12-11 18:07:00,-23.6259,-46.6869,2,0,AV STO AMARO,Vítimas Feridas,1,1,Colisão,D121801830,3f3887b2-c6ed-42f2-92d6-d34a1acd2846
2018-12-10 19:15:00,-23.6471,-46.6398,2,0,R DOS COMERCIARIOS,Vítimas Feridas,1,1,Colisão,D121802977,51ed7663-d51f-4ef2-b6ef-aa85817d1ff6
2018-12-10 19:00:00,-23.5491,-46.6288,2,0,VD VINTE E CINCO DE MARCO,Vítimas Feridas,1,1,Colisão,D121803304,e0e34ed3-4797-4f85-994a-1b2a49c10012
2018-12-09 17:00:00,-23.5304,-46.6675,1,0,R MIN GODOI,Vítimas Feridas,1,1,Sem informações,D121803058,29085ee1-8b4b-4daa-b729-332b6247ec65
2018-12-09 13:57:00,-23.6637,-46.7679,2,1,R URIAS ANTONIO DE SOUZA,Vítimas Fatais,1,0,Colisão,D121801075,e3c312b7-4ace-43e6-a225-c9a11182e71b
2018-12-09 10:00:00,-23.5505,-46.7482,2,0,AV PRES ALTINO,Vítimas Feridas,1,1,Colisão,D121801329,cf168585-44fb-4f48-97a4-2a70f240caa8
2018-12-08 23:31:00,-23.4664,-46.67,2,0,R JOSE PEDRO D'ORO,Vítimas Feridas,1,1,Colisão,D121803420,3188f892-b8a8-467a-bab5-15ba56da3fe1
2018-12-08 04:58:00,-23.5558,-46.6832,2,0,SEM DENOMINACAO,Vítimas Feridas,1,1,Colisão,D121802845,778d5676-c4dc-431a-8f99-dc314a27de6b
2018-12-06 19:00:00,-23.6847,-46.7792,2,0,R ABILIO CESAR,Vítimas Feridas,1,1,Colisão,D121803167,f8e0e61a-35d9-41ce-b3b3-52d7b4f99562
2018-12-06 15:30:00,-23.5172,-46.5664,2,0,R SOLD ABILIO FERNANDES DOS SANTOS,Vítimas Feridas,1,1,Colisão,D121801046,c7709791-58ed-49ab-9924-63466a31c420
2018-12-06 11:00:00,-23.5419,-46.7188,2,0,AV PDE PEREIRA DE ANDRADE,Vítimas Feridas,1,1,Colisão,D121802589,4d78aa11-ecf4-4f0d-8675-d60ef689d2ef
2018-12-06 01:50:00,-23.6471,-46.6398,1,0,R DOS COMERCIARIOS,Vítimas Feridas,1,1,Sem informações,D121801210,c91911ba-6d5d-48fb-aa2f-592d696f9762
2018-12-05 15:45:00,-23.5416,-46.6405,2,0,R DOS TIMBIRAS,Vítimas Feridas,1,1,Colisão,D121800445,6d641fe3-7495-4e1f-b6b2-fbcd08a9c23d
2018-12-04 20:52:00,-23.5499,-46.5139,2,0,PC NSRA DA GUIA,Vítimas Feridas,1,1,Colisão,D121801808,58430f25-486a-43fe-a1da-dbd47d44bff4
2018-12-04 14:20:00,-23.5288,-46.6539,2,0,R SOUSA LIMA,Vítimas Feridas,2,2,Colisão,D121802674,bd415afe-d4ba-4853-a204-9dfbef3aaa34
2018-12-04 14:09:00,-23.6019,-46.6108,2,0,R VINTE E OITO DE SETEMBRO,Vítimas Feridas,1,1,Colisão,D121800066,4e9d1487-eea0-4e66-a5f1-a1756d880270
2018-12-04 08:35:00,-23.5511,-46.5309,2,0,PC DUERE,Vítimas Feridas,1,1,Colisão,D121803265,a5704d0a-b359-45bc-97ee-c9dd3a46c1a5
2018-12-04 08:20:00,-23.5512,-46.4394,2,0,AV PROF JOAO BATISTA CONTI,Vítimas Feridas,1,1,Colisão,D121800284,91a3d21f-e962-4e91-a4ce-aa7ae6936e05
2018-12-03 19:30:00,-23.6172,-46.5037,2,0,R BATISTA FERGUSIO,Vítimas Feridas,1,1,Colisão,D121803061,1e4a649c-57e4-416f-845c-5a36ef399466
2018-12-03 19:14:00,-23.5752,-46.6571,2,0,AV BRIG LUIS ANTONIO,Vítimas Feridas,1,1,Colisão,D121802293,d6cc429d-28dc-47a5-a1bd-f80448c1a97b
2018-12-02 07:00:00,-23.5864,-46.7488,2,0,VIA RAPOSO TAVARES,Vítimas Feridas,1,1,Colisão,D121800735,592083a7-4737-43ac-a2b7-cdb75d79cf9a
2018-12-01 16:16:00,-23.5367,-46.6282,2,0,R POSSIDONIO INACIO,Vítimas Feridas,1,1,Colisão,D121803396,586352d3-2291-4d15-92c4-5b361ac8fd25
2018-12-01 16:00:00,-23.509,-46.5459,2,0,R ILHA DE TUPINAMBARANAS,Vítimas Feridas,1,1,Colisão,D121800376,db23441e-2dd9-4d1e-86d4-62ac530afaab
2018-11-30 21:50:00,-23.5707,-46.6903,1,0,AV REBOUCAS,Vítimas Feridas,1,1,Atropelamento,D111802696,e5183952-9996-4283-a8c2-d40e6ef965fe
2018-11-30 01:00:00,-23.7039,-46.7142,1,0,AV ATLANTICA,Vítimas Feridas,1,1,Choque,D111800316,a735007b-ec4f-4bc7-88ba-68b59f133325
2018-11-29 13:45:00,-23.6926,-46.7145,2,0,R LEONARDO DE FASSIO,Vítimas Feridas,1,1,Colisão,D111802608,4879d2b8-b499-496b-85c7-8b1eccbd7dea
2018-11-29 05:00:00,-23.5541,-46.641000000000005,2,0,R DO BIXIGA,Vítimas Feridas,1,1,Colisão,D111802810,abce52cb-5429-45bf-8b77-b6a1f76a8b78
2018-11-28 15:45:00,-23.5922,-46.6886,2,0,AV CHEDID JAFET,Vítimas Feridas,1,1,Colisão,D111801250,f3cda178-e685-4762-8493-50ba50ba4a3e
2018-11-27 15:00:00,-23.5752,-46.7124,2,0,AV CAXINGUI,Vítimas Feridas,1,1,Colisão,D111800229,861b0efc-3e40-4c36-84dd-05f735d46f3e
2018-11-26 23:40:00,-23.4865,-46.6075,2,0,SEM DENOMINACAO,Vítimas Feridas,1,1,Colisão,D111800971,dc2e08b1-25c1-4bdc-b250-706122d33e9a
2018-11-25 18:30:00,-23.5091,-46.431999999999995,2,0,AV PROF ARGEMIRO SILVESTRE,Vítimas Feridas,1,1,Colisão,D111800495,95d88af7-f129-47d3-b3e0-1291d6f9cfef
2018-11-24 14:57:00,-23.5876,-46.7389,2,0,R EDSON BONA,Vítimas Feridas,1,1,Colisão,D111801929,1027874f-e8a5-4dc6-b71b-affbf9111f0c
2018-11-24 14:30:00,-23.6131,-46.6969,2,0,AV JORN ROBERTO MARINHO,Vítimas Feridas,1,1,Colisão,D111803039,6cb9d141-329f-475d-a554-ff5447482eb7
2018-11-23 13:30:00,-23.5894,-46.6349,2,0,AV PROF NOE AZEVEDO,Vítimas Feridas,1,1,Colisão,D111802104,b21daa98-d1b6-412e-a5d2-be23858b1337
2018-11-22 19:50:00,-23.482,-46.6316,1,0,R PROF VALERIO GIULI,Vítimas Feridas,1,1,Atropelamento,D111800897,38f9c332-479c-4f1b-93e3-1bec262e8869
2018-11-21 15:30:00,-23.5737,-46.722,2,0,R DR ERNANI DA GAMA CORREA,Vítimas Feridas,1,1,Colisão,D111802484,40bd91d7-3f53-4afc-9b27-8f64451cf110
2018-11-21 15:00:00,-23.534000000000002,-46.6721,2,0,TV JOSE MUSSI,Vítimas Feridas,1,1,Colisão,D111801857,3c2bf259-4ba1-457b-b397-0145115d256a
2018-11-21 11:25:00,-23.595,-46.6959,2,0,R EVARISTO CONRADO ENGELBERG,Vítimas Feridas,1,1,Colisão,D111800524,5869daa6-3b82-48c6-8540-da94d56420ec
2018-11-21 10:23:00,-23.5025,-46.6261,2,0,R VOLUNTARIOS DA PATRIA,Vítimas Feridas,1,1,Choque,D111801872,8e0c8eb4-0767-4f9d-8771-b860e055f7d9
2018-11-15 23:20:00,-23.7383,-46.6915,2,0,R NELSON GEBARA,Vítimas Feridas,1,1,Colisão,D111803058,edfe0330-44f2-49ae-a7da-9f908a8f5c1c
2018-11-14 20:45:00,-23.4835,-46.7164,2,0,R DR TEODOLINDO CASTIGLIONE,Vítimas Feridas,1,1,Colisão,D111802660,f631a5cf-887a-46d4-8f88-4dc66536ef2d
2018-11-14 19:50:00,-23.754,-46.6819,2,0,R NOVA LUSITANIA,Vítimas Feridas,1,1,Colisão,D111800952,643a28e0-6dd3-48cd-8d3a-285493e42f83
2018-11-14 17:00:00,-23.4708,-46.6516,2,0,R ALMIR RODRIGUES,Vítimas Feridas,1,1,Colisão,D111801157,cc360b2f-748e-448b-8964-2456f9ba0bfb
2018-11-14 11:45:00,-23.4944,-46.3884,2,0,R DAMIAO DE SOUSA PEREIRA,Vítimas Feridas,1,1,Colisão,D111800232,70301f2f-c8e6-41d1-ad74-67d744e6f0ad
2018-11-12 23:00:00,-23.5067,-46.6245,2,1,AV GAL ATALIBA LEONEL,Vítimas Fatais,1,0,Colisão,D111800433,288801da-862d-4539-bf45-970236c0711d
2018-11-12 16:00:00,-23.5511,-46.6275,2,0,PQ DOM PEDRO II,Vítimas Feridas,1,1,Colisão,D111802134,afc8371b-a047-4dfd-aacc-83bcf01f8158
2018-11-11 15:12:00,-23.5146,-46.5357,2,0,AV GOV CARVALHO PINTO,Vítimas Feridas,1,1,Atropelamento,D111800086,bf0d8687-81aa-4d7d-8d53-5fdd3896da67
2018-11-10 22:46:00,-23.5844,-46.5835,1,0,AV PROF LUIZ IGNACIO ANHAIA MELLO,Vítimas Feridas,1,1,Sem informações,D111800297,935bd6c9-7ae5-4fa9-be8a-dd7d0cd25c32
2018-11-09 20:30:00,-23.5965,-46.6781,2,0,R PROF ATILIO INNOCENTI,Vítimas Feridas,1,1,Choque,D111801794,729912e0-cee8-4575-a69a-1bc7702dc28f
2018-11-09 13:50:00,-23.7383,-46.7005,2,0,AV SEN TEOTONIO VILELA,Vítimas Feridas,1,1,Colisão,D111801231,a99efb66-939a-41c4-aaa2-3657d902a621
2018-11-06 16:30:00,-23.5381,-46.7438,2,0,MARGINAL PINHEIROS CBINT,Vítimas Feridas,1,1,Colisão,D111801627,69ba6821-1e5d-424e-8ddc-f0ad3b7b3c1d
2018-11-06 09:50:00,-23.6428,-46.651,2,0,R JOSE MARIANO FILHO,Vítimas Feridas,1,1,Colisão,D111802069,c09d3936-85d5-4117-b55c-280e2e014aee
2018-11-05 09:50:00,-23.5664,-46.4712,2,0,R LEO DE AFONSECA,Vítimas Feridas,1,1,Colisão,D111800903,80bb0f2e-c74b-40b5-90d8-13429ed3beea
2018-11-05 00:30:00,-23.5797,-46.6163,2,0,R MARIANO PROCOPIO,Vítimas Feridas,1,1,Colisão,D111800201,a9451fa2-d622-4c5d-8121-bd0210e9ceb4
2018-11-03 22:00:00,-23.551,-46.7403,3,0,AV JAGUARE,Vítimas Feridas,1,1,Colisão,D111800467,00f1da62-13e6-406f-a974-9e410b5d08a3
2018-11-03 17:52:00,-23.5367,-46.643,2,0,PC PRSA ISABEL,Vítimas Feridas,1,1,Colisão,D111803204,ee647224-1643-4f89-822e-f96124495924
2018-11-03 11:30:00,-23.4942,-46.4511,2,0,AV S MIGUEL,Vítimas Feridas,1,1,Choque,D111802416,9917e017-c328-4267-834f-a52274c06a65
2018-11-03 01:20:00,-23.5443,-46.397,2,0,SEM DENOMINACAO,Vítimas Feridas,1,1,Colisão,D111802137,fce40ec5-7513-4fe7-a45d-46ed54fef46f
2018-11-02 14:10:00,-23.5897,-46.6347,2,0,R DR PINTO FERRAZ,Vítimas Feridas,1,1,Colisão,D111801711,10d20f2c-1379-4348-98c6-3e35c48f6448
2018-11-02 12:30:00,-23.5589,-46.5072,2,0,R RAFAEL DUARTE,Vítimas Feridas,1,1,Choque,D111802042,c0395487-d86a-4da6-afce-d18b89160688
2018-11-02 09:20:00,-23.513,-46.673,2,0,AV PROF CELESTINO BOURROUL,Vítimas Feridas,2,2,Colisão,D111800899,43f5689a-ca6f-4c01-8835-0c8b4299b5bc
2018-11-01 11:30:00,-23.5547,-46.706,2,0,AV PEDROSO DE MORAIS,Vítimas Feridas,1,1,Colisão,D111803163,a47b4c8c-da29-4ede-be90-02b2df078ccf
2018-10-31 23:40:00,-23.4898,-46.7158,2,0,R ARMANDO CARDOSO DE MELO,Vítimas Feridas,1,1,Colisão,D101801301,5ab059c8-0961-44dd-a16b-527733c44dd6
2018-10-31 16:50:00,-23.5419,-46.6169,1,0,LG DA CONCORDIA,Vítimas Feridas,1,1,Atropelamento,D101802245,b876b023-b307-401c-8063-049d4e51d83d
2018-10-31 14:30:00,-23.6337,-46.6396,2,0,R GUATAPARA,Vítimas Feridas,1,1,Colisão,D101802281,804b3b0d-c581-47cc-9003-ed617d2f07ed
2018-10-31 14:00:00,-23.4824,-46.7081,2,0,AV FUAD LUTFALLA,Vítimas Feridas,1,1,Colisão,D101800462,14d6b764-5b3e-4a0d-b682-60d0655229b7
2018-10-30 21:20:00,-23.5948,-46.6506,2,0,AV RUBEM BERTA,Vítimas Feridas,2,2,Colisão,D101802494,d3fc7b83-5a41-40fb-bfde-b114827142bb
2018-10-30 12:20:00,-23.5866,-46.6401,2,0,R FRANCA PINTO,Vítimas Feridas,1,1,Colisão,D101801549,550121d6-65df-426b-aa30-79c5487347be
2018-10-29 00:00:00,-23.5339,-46.6145,3,0,R SILVA TELES,Vítimas Feridas,1,1,Colisão,D101801172,54750330-b207-4410-b037-f97f9da45f15
2018-10-28 23:00:00,-23.5783,-46.5131,2,0,R CONFEDERACAO DO EQUADOR,Vítimas Feridas,1,1,Colisão,D101802632,cada1849-4e99-43d0-89a4-af60f052d699
2018-10-27 19:00:00,-23.7291,-46.6984,2,0,AV SEN TEOTONIO VILELA,Vítimas Feridas,1,1,Colisão,D101803322,0f082a72-4d8b-4ffc-94df-95dd23f6a346
2018-10-27 00:40:00,-23.6698,-46.6968,2,0,R PROF CAMPOS DE OLIVEIRA,Vítimas Feridas,1,1,Colisão,D101802002,c0245913-f69d-42bf-b560-6cfd6d826b29
2018-10-25 15:00:00,-23.5505,-46.5621,2,0,R ITAPETI,Vítimas Feridas,1,1,Colisão,D101801975,cf895ea2-1145-4e75-8e12-5ffc24120869
2018-10-23 15:40:00,-23.5364,-46.5581,1,0,VD ANTONIO ABDO,Vítimas Feridas,1,1,Sem informações,D101801452,2df33374-4817-40a5-8e9f-d25deeec9fbe
2018-10-22 23:41:00,-23.6835,-46.7575,2,0,R MAGISTER LEONINUS,Vítimas Feridas,1,1,Colisão,D101800046,dce1c380-2560-4f4e-82c7-0bf3130fd36e
2018-10-22 17:07:00,-23.4814,-46.4195,2,0,R TUJUMIRIM,Vítimas Feridas,1,1,Colisão,D101800352,df3d038c-52c6-4796-895e-b89709306d69
2018-10-21 19:20:00,-23.5354,-46.6413,2,0,AV DUQ DE CAXIAS,Vítimas Feridas,1,1,Colisão,D101800588,545628d9-b981-4595-8e79-6f2b847762e5
2018-10-21 10:30:00,-23.485,-46.6408,2,0,R PONTAL DO SUL,Vítimas Feridas,1,1,Colisão,D101802324,c26df5bc-8a4d-4e92-b13b-daf4f1b8c61b
2018-10-19 23:50:00,-23.6728,-46.7165,2,0,AV DE PINEDO,Vítimas Feridas,1,1,Colisão,D101803287,1ec55102-5737-4902-b9cf-f4eb173a74d6
2018-10-19 14:00:00,-23.5825,-46.7342,2,0,R AZEM ABDALLA AZEM,Vítimas Feridas,1,1,Colisão,D101801764,c2a9ba8a-ab96-4cc7-9617-3274af50cf9f
2018-10-18 15:00:00,-23.5294,-46.6383,1,0,R LUBAVITCH,Vítimas Feridas,1,1,Atropelamento,D101803308,69e6a5a1-c5da-4c27-9268-34f26f12170b
2018-10-18 07:37:00,-23.5548,-46.6272,2,0,VD DO GLICERIO,Vítimas Feridas,1,1,Colisão,D101801267,12050336-544d-467e-926f-4afd5a1bceba
2018-10-16 14:30:00,-23.4686,-46.6303,2,0,AV CAP JOSE PARADA GONCALVES,Vítimas Feridas,1,1,Colisão,D101801489,b6d4ded1-4847-4a68-ad03-37def5ccc3f6
2018-10-16 11:00:00,-23.6481,-46.7587,2,0,R PAULO DE ARAUJO,Vítimas Feridas,1,1,Colisão,D101802024,c4e5f751-abb3-41b0-b063-0a391bd51679
2018-10-13 22:30:00,-23.4606,-46.6794,2,0,PC SETE JOVENS,Vítimas Feridas,1,1,Choque,D101802506,95c4f83e-4f0d-4ef7-8456-6ff28b0eeb66
2018-10-13 20:30:00,-23.6906,-46.7144,2,0,AV ATLANTICA,Vítimas Feridas,1,1,Colisão,D101801890,bac413d0-85ef-4920-9caf-41f39b63ae51
2018-10-13 15:00:00,-23.6084,-46.6687,2,0,AL DOS ARAPANES,Vítimas Feridas,1,1,Colisão,D101802585,7fccb873-871c-491c-859c-df193faf76fc
2018-10-12 14:30:00,-23.4901,-46.655,2,0,PC SOBI KAYO,Vítimas Feridas,1,1,Colisão,D101801212,f55bb5f8-3c89-4353-b862-c54b84f300bc
2018-10-11 10:00:00,-23.5527,-46.6146,2,0,AV ALCANTARA MACHADO,Vítimas Feridas,1,1,Colisão,D101801752,061a072a-fd70-423c-9e61-12fc79720370
2018-10-10 20:55:00,-23.5566,-46.4449,2,0,R BARTOLOMEU FERRARI,Vítimas Feridas,1,1,Colisão,D101801555,b9020a25-9a5b-4fc5-9086-4962945f55a0
2018-10-09 20:20:00,-23.5255,-46.6111,2,0,PC MIGUEL FRANCELINO,Vítimas Feridas,1,1,Colisão,D101801560,e4b537fa-d76a-4c53-8b1b-ff3379580e37
2018-10-09 18:00:00,-23.6037,-46.6303,2,0,R JUREIA,Vítimas Feridas,1,1,Colisão,D101802531,edf1a795-cba2-4fd9-8e37-def7d15569dc
2018-10-08 10:55:00,-23.5018,-46.6943,2,0,R BONIFACIO CUBAS,Vítimas Feridas,1,1,Colisão,D101801003,bbc205e1-6ac1-4584-8e8e-80b122402741
2018-10-07 16:29:00,-23.5539,-46.7507,1,0,AV PRES ALTINO,Vítimas Feridas,1,1,Sem informações,D101802270,f46b86c0-866c-49ab-9719-686dbe34cc61
2018-10-07 10:38:00,-23.5332,-46.7463,3,0,AV DAS NACOES UNIDAS,Vítimas Feridas,1,1,Colisão,D101801553,ec097177-61eb-4452-852c-5a1f2b45912e
2018-10-06 10:00:00,-23.624000000000002,-46.687,2,0,R PASSAROS E FLORES,Vítimas Feridas,1,1,Colisão,D101800906,8cd3e364-51a7-4d45-9308-4b6e95780e0f
2018-10-04 20:00:00,-23.523000000000003,-46.4563,2,0,AV JACU PESSEGO N TRABALHADORES,Vítimas Feridas,1,1,Colisão,D101803157,a4ceb19f-3209-4ead-8d2e-4e47db54c6a4
2018-10-04 19:45:00,-23.5442,-46.4349,2,0,AV NAGIB FARAH MALUF,Vítimas Feridas,1,1,Colisão,D101801249,be99bc8f-5dd5-4007-be57-4383f8cf40a0
2018-10-04 16:50:00,-23.515,-46.6953,2,0,AV ERMANO MARCHETTI,Vítimas Feridas,1,1,Colisão,D101800453,3128e34f-1ebc-47e3-9bd8-24454c819c31
2018-10-04 11:00:00,-23.5774,-46.6863,2,0,AV BRIG FARIA LIMA,Vítimas Feridas,1,1,Colisão,D101800198,0b59f0dc-910f-40c9-9613-24dbcf9f1d47
2018-10-04 10:50:00,-23.6098,-46.6317,2,0,R ITAJIBA,Vítimas Feridas,1,1,Colisão,D101802836,6d7e5ee1-56d2-4e4c-98dc-9be82f0e8c31
2018-10-03 22:30:00,-23.6037,-46.6562,2,0,AL DOS NHAMBIQUARAS,Vítimas Feridas,1,1,Colisão,D101800464,9ae3cd9b-5276-41c1-8266-86912a251c2b
2018-10-03 17:30:00,-23.5357,-46.4291,2,0,AV UM (J. HELENA-GUA),Vítimas Feridas,1,1,Colisão,D101800074,769b6790-c098-4deb-ab19-c6488fae2400
2018-10-03 12:30:00,-23.5384,-46.6403,2,0,R VITORIA,Vítimas Feridas,1,1,Colisão,D101801987,e3d5dc0e-9875-4ad9-96c4-6d79375b5e78
2018-10-03 01:38:00,-23.4919,-46.4526,2,0,AV JACU PESSEGO N TRABALHADORES,Vítimas Feridas,1,1,Colisão,D101801094,b37c2234-877e-4246-9772-23b353b2e840
2018-09-30 20:30:00,-23.5083,-46.5588,2,0,AV EDUC PAULO FREIRE,Vítimas Feridas,1,1,Colisão,D091803270,7a041c92-a947-47af-8bd4-03a194d0eadb
2018-09-27 12:50:00,-23.5601,-46.6437,1,0,R FORTALEZA,Vítimas Feridas,1,1,Atropelamento,D091802483,6da5bf3f-66a8-4b9c-8e02-bec5f6bfe177
2018-09-26 18:25:00,-23.6099,-46.504,2,0,R MANUEL QUIRINO DE MATTOS,Vítimas Feridas,1,1,Colisão,D091802399,e73c4abb-e5b6-47ac-b934-efaa09aa4a9b
2018-09-26 17:30:00,-23.5703,-46.4099,1,0,R BR MONTEIRO DO TREMEMBE,Vítimas Feridas,1,1,Sem informações,D091801920,d801fa12-4ff5-4cd9-98c0-7b7127edfe46
2018-09-26 14:30:00,-23.4447,-46.6181,2,0,AV NOVA CANTAREIRA,Vítimas Feridas,1,1,Colisão,D091800312,e97c62d1-9cc2-4e4d-a9db-7982138551e7
2018-09-26 13:35:00,-23.516,-46.4371,2,0,R CANTEMIR,Vítimas Feridas,2,2,Colisão,D091800931,f0519597-e41e-44ba-b699-349e34c62a9b
2018-09-26 11:15:00,-23.4861,-46.7312,2,0,R JOAO ALVES DE MORAES,Vítimas Feridas,1,1,Colisão,D091801293,b0d02864-507f-4589-9b37-aa3ec7d73cdf
2018-09-26 10:31:00,-23.4928,-46.4509,2,0,R ESTEBAN MURILLO,Vítimas Feridas,1,1,Colisão,D091800989,85a5ca73-7589-45cd-b6be-8bedca2b5a96
2018-09-24 17:50:00,-23.435,-46.7919,2,0,ES CEL JOSE GLADIADOR,Vítimas Feridas,1,1,Choque,D091802300,15bfd51e-2322-4e85-9ede-b15baafd4ef0
2018-09-24 17:33:00,-23.5695,-46.6219,2,0,R SEN CARLOS TEIXEIRA DE CARVALHO,Vítimas Feridas,3,3,Colisão,D091801171,1c6a0d64-3445-4e4a-8135-6fd6621cf3b9
2018-09-23 23:10:00,-23.6364,-46.6444,2,0,AV DR LUIS ROCHA MIRANDA,Vítimas Feridas,1,1,Colisão,D091802187,01c32b70-d780-4b55-a329-8c58786881ad
2018-09-23 23:00:00,-23.5355,-46.7244,3,0,R S JUSTINIANO,Vítimas Feridas,2,2,Colisão,D091802833,9effe002-168a-43d4-8a13-c223cc9d41be
2018-09-23 20:30:00,-23.4938,-46.5849,2,0,R MARIA AUGUSTA,Vítimas Feridas,1,1,Colisão,D091800152,ea9f3f00-c770-4402-8acc-7b5691b7ee17
2018-09-23 17:30:00,-23.4686,-46.5769,2,0,VP SOTIS,Vítimas Feridas,1,1,Colisão,D091801108,fd5f7500-0e66-4299-8e4a-ad3adf484398
2018-09-21 15:17:00,-23.5551,-46.6339,1,0,R DA GLORIA,Vítimas Feridas,1,1,Atropelamento,D091801264,075bf175-8c2a-481e-bdbe-215e39133444
2018-09-20 19:30:00,-23.6852,-46.7709,2,0,R MAPARAJUBA,Vítimas Feridas,1,1,Colisão,D091800234,d870a73d-4fdd-40da-bfc7-c220f0d9137d
